date,reporting_organization,implementing_partners,state,admin1_pcode,township,admin3_pcode,location,location_type,admin5_pcode,activity,delivery_modality,beneficiary_type,unique_beneficiaries,beneficiaries
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,tha yet pyin,ward_towwn,189883,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2501
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,thet khaing nyar,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),211
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,thit tone nar gwa son,ward_towwn,197825,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1746
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,u daung,ward_towwn,169534,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),446
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,u hla hpay,ward_towwn,198343,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5066
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,war cha,ward_towwn,198039,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),715
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,wet kyein,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),326
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,yae nauk ngar thar,ward_towwn,197841,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),367
2021-07-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ywet nyo taung,ward_towwn,197899,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2858
2021-07-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,zaw ma tet,ward_towwn,198045,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1090
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ah twin hnget thay,ward_towwn,198349,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8157
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin thein tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4078
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk hpyu thar thay kan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1927
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk yant,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4538
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,laung chaung,ward_towwn,199153,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2632
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,nga kyi tauk,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1757
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,say oe kya,ward_towwn,198401,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4942
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,thay kan gwa son,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5827
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wa ya kyun,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4315
2021-08-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wet ma kya (a) zay di taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2203
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,(du) chee yar tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1650
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,(du) nyaung bin gyi,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),613
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ah lel chaung,ward_towwn,157929,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2824
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,ah lel than kyaw,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),276
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,dar paing sa yar,ward_towwn,198223,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2609
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,done piake(aung sitt pyin),ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),582
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,gaw du thar ra,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1051
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,hpone nyo leik,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8076
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,inn chaung,ward_towwn,191907,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),601
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,inn din,ward_towwn,175653,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1425
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka kyet bet,ward_towwn,198331,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),3414
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka kyet bet kan pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5289
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka nyin chaung,ward_towwn,153452,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),392
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,kha maung seik,ward_towwn,196449,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),768
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kin chaung,ward_towwn,152914,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),473
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5069
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kun taing (a) zee pin taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),6418
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,kyauk pan du,ward_towwn,198075,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),666
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kyauk phyu taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),783
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,lay myo,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1566
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,let wea det pu zun chaung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),181
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,maung gyi taung,ward_towwn,198228,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1789
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,mee chaung zay,ward_towwn,198217,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1383
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,myaung nar,ward_towwn,198321,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2907
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,myo thu gyi,ward_towwn,177911,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),355
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,nan yar kone,ward_towwn,220827,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2552
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,pa din,ward_towwn,166520,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),349
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,san hnyin wai,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1671
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,san kar pin yin,ward_towwn,197845,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),498
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,tha man thar,ward_towwn,190638,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),796
2021-08-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,tha yet pyin,ward_towwn,189883,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2501
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,thet khaing nyar,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),211
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,wet kyein,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),326
2021-08-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,yae nauk ngar thar,ward_towwn,197841,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),367
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wet ma kya (a) zay di taung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8157
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,thay kan gwa son,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1270
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk hpyu thar thay kan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),3983
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kyauk yant,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1927
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin thein tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4538
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,say oe kya,ward_towwn,198401,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4942
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,wa ya kyun,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5426
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ah twin hnget thay,ward_towwn,198349,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4315
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,ba da nar,ward_towwn,198160,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2207
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,thay kan gwa son,ward_towwn,NA,Provide monthly food baskets,In-kind,Internally Displaced,No (beneficiary is also receiving other assistant),401
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,hpa yar pyin thein tan,ward_towwn,NA,Provide monthly food baskets,In-kind,Internally Displaced,No (beneficiary is also receiving other assistant),95
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,nan yah gone,ward_towwn,NA,Provide monthly food baskets,In-kind,Internally Displaced,No (beneficiary is also receiving other assistant),48
2021-09-01,WFP,Myanmar Heart Development Organization,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Internally Displaced,No (beneficiary is also receiving other assistant),70
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ywet nyo taung,ward_towwn,197899,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2859
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,du pyu chaung,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),3172
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,tha yet kin ma nu,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2214
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,let wea det pyin shay,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),7845
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ah lel chaung,ward_towwn,157929,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2847
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ba gone nar,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),4342
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,u hla hpay,ward_towwn,198343,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5066
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,lay myo,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1566
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,ka nyin chaung,ward_towwn,153452,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),392
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,kin taung (a) kyar nyo pyin,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),5070
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,tha yet pyin,ward_towwn,189883,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2502
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,hpone nyo leik,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),8095
2021-09-01,WFP,WFP,Rakhine,MMR012,Buthidaung,MMR012010,mee chaung zay,ward_towwn,198217,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1356
2021-09-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,pan taw pyin,ward_towwn,187107,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),2581
2021-09-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,(du) nyaung bin gyi,ward_towwn,NA,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),615
2021-09-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,tat u chaung,ward_towwn,198009,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),801
2021-09-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,pa din,ward_towwn,166520,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),349
2021-09-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,u daung,ward_towwn,169534,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),448
2021-09-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,war cha,ward_towwn,198039,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),714
2021-09-01,WFP,WFP,Rakhine,MMR012,Maungdaw,MMR012009,zaw ma tet,ward_towwn,198045,Provide monthly food baskets,In-kind,Rakhine stateless,No (beneficiary is also receiving other assistant),1094
